"#","Page Name","URL","SEO Issues","--- CURRENT SEO ---","Current Meta Title","Current Meta Title Length","Current Meta Description","Current Meta Desc Length","Current Keywords","Current H1 Tag","Current H2 Tags","Canonical URL","Has Metadata Export","--- RECOMMENDED SEO ---","Recommended Meta Title","Recommended Meta Title Length","Recommended Meta Description","Recommended Meta Desc Length","Focus Keyword","Recommended H1","File Path"
"51","Gre Coaching In Delhi","https://www.mbawizards.co.in/gre-coaching-in-delhi","NO META TITLE, NO META DESC, NO H1 IN PAGE","","","0","","0","","","","https://www.mbawizards.co.in/gre-coaching-in-delhi","YES","","Best GRE Coaching in Delhi 2025 | MBA Wizards","45","Join MBA Wizards' GRE coaching in Delhi. IIT alumni mentors, flexible batch timings, 700+ GRE targets & personalized study plans. Free demo session!","148","GRE coaching in Delhi","Best GRE Coaching in Delhi – MBA Wizards","/src/app/gre-coaching-in-delhi/page.tsx"
"52","Gre Coaching In Gurgaon","https://www.mbawizards.co.in/gre-coaching-in-gurgaon","NO META TITLE, NO META DESC, NO H1 IN PAGE","","","0","","0","","","","https://www.mbawizards.co.in/gre-coaching-in-gurgaon","YES","","Best GRE Coaching in Gurgaon 2025 | MBA Wizards","47","Join MBA Wizards' GRE coaching in Gurgaon. IIT alumni mentors, flexible batch timings, 700+ GRE targets & personalized study plans. Free demo session!","150","GRE coaching in Gurgaon","Best GRE Coaching in Gurgaon – MBA Wizards","/src/app/gre-coaching-in-gurgaon/page.tsx"
"53","Gre Coaching In Hyderabad","https://www.mbawizards.co.in/gre-coaching-in-hyderabad","NO META TITLE, NO META DESC, NO H1 IN PAGE","","","0","","0","","","","https://www.mbawizards.co.in/gre-coaching-in-hyderabad","YES","","Best GRE Coaching in Hyderabad 2025 | MBA Wizards","49","Join MBA Wizards' GRE coaching in Hyderabad. IIT alumni mentors, flexible batch timings, 700+ GRE targets & personalized study plans. Free demo session!","152","GRE coaching in Hyderabad","Best GRE Coaching in Hyderabad – MBA Wizards","/src/app/gre-coaching-in-hyderabad/page.tsx"
"54","Gre Coaching In Mumbai","https://www.mbawizards.co.in/gre-coaching-in-mumbai","NO META TITLE, NO META DESC, NO H1 IN PAGE","","","0","","0","","","","https://www.mbawizards.co.in/gre-coaching-in-mumbai","YES","","Best GRE Coaching in Mumbai 2025 | MBA Wizards","46","Join MBA Wizards' GRE coaching in Mumbai. IIT alumni mentors, flexible batch timings, 700+ GRE targets & personalized study plans. Free demo session!","149","GRE coaching in Mumbai","Best GRE Coaching in Mumbai – MBA Wizards","/src/app/gre-coaching-in-mumbai/page.tsx"
"55","Gre Coaching In Noida","https://www.mbawizards.co.in/gre-coaching-in-noida","NO META TITLE, NO META DESC, NO H1 IN PAGE","","","0","","0","","","","https://www.mbawizards.co.in/gre-coaching-in-noida","YES","","Best GRE Coaching in Noida 2025 | MBA Wizards","45","Join MBA Wizards' GRE coaching in Noida. IIT alumni mentors, flexible batch timings, 700+ GRE targets & personalized study plans. Free demo session!","148","GRE coaching in Noida","Best GRE Coaching in Noida – MBA Wizards","/src/app/gre-coaching-in-noida/page.tsx"
"56","Gre Coaching In Pune","https://www.mbawizards.co.in/gre-coaching-in-pune","NO META TITLE, NO META DESC, NO H1 IN PAGE","","","0","","0","","","","https://www.mbawizards.co.in/gre-coaching-in-pune","YES","","Best GRE Coaching in Pune 2025 | MBA Wizards","44","Join MBA Wizards' GRE coaching in Pune. IIT alumni mentors, flexible batch timings, 700+ GRE targets & personalized study plans. Free demo session!","147","GRE coaching in Pune","Best GRE Coaching in Pune – MBA Wizards","/src/app/gre-coaching-in-pune/page.tsx"
"57","Mba Wizards Methodology","https://www.mbawizards.co.in/mba-wizards-methodology","NO META TITLE, NO META DESC, NO H1 IN PAGE","","","0","","0","","","","https://www.mbawizards.co.in/mba-wizards-methodology","YES","","MBA Wizards Teaching Methodology | How We Help You Score 700+","61","Discover the proven MBA Wizards methodology – IIT alumni-designed framework for GMAT, GRE and MBA admissions that delivers 700+ scores consistently.","148","MBA Wizards methodology","Our Methodology – How MBA Wizards Gets You 700+","/src/app/mba-wizards-methodology/page.tsx"
"58","Premium University Consulting Packages","https://www.mbawizards.co.in/premium-university-consulting-packages","NO META TITLE, NO META DESC, NO H1 IN PAGE","","","0","","0","","","","https://www.mbawizards.co.in/premium-university-consulting-packages","YES","","Premium MBA University Consulting Packages | MBA Wizards","56","End-to-end MBA university consulting by MBA Wizards – school selection, essay writing, interview prep & visa guidance for top global programs.","142","MBA university consulting","Premium University Consulting Packages","/src/app/premium-university-consulting-packages/page.tsx"
"59","Privacy Policy","https://www.mbawizards.co.in/privacy-policy","NO META TITLE, NO META DESC, NO H1 IN PAGE","","","0","","0","","","","https://www.mbawizards.co.in/privacy-policy","YES","","Privacy Policy | MBA Wizards","28","Read MBA Wizards' privacy policy to understand how we collect, use and protect your personal information.","105","MBA Wizards privacy policy","Privacy Policy","/src/app/privacy-policy/page.tsx"
"60","Refund Policy","https://www.mbawizards.co.in/refund-policy","NO META TITLE, NO META DESC, NO H1 IN PAGE","","","0","","0","","","","https://www.mbawizards.co.in/refund-policy","YES","","Refund Policy | MBA Wizards","27","Understand MBA Wizards' refund policy for coaching programs, consulting packages and other services.","100","MBA Wizards refund policy","Refund Policy","/src/app/refund-policy/page.tsx"
"61","Research Paper Drafting Publishing Services","https://www.mbawizards.co.in/research-paper-drafting-publishing-services","NO META TITLE, NO META DESC, NO H1 IN PAGE","","","0","","0","","","","https://www.mbawizards.co.in/research-paper-drafting-publishing-services","YES","","Research Paper Drafting & Publishing Services | MBA Wizards","59","Professional academic research paper drafting and publishing services by MBA Wizards. Expert guidance for journal submissions and conference papers.","148","research paper drafting services","Research Paper Drafting & Publishing Services","/src/app/research-paper-drafting-publishing-services/page.tsx"
